339486078664.704,125104412635.9552,398296032372.3264,-260633056929.3824,518589337147.8016,271169367520.0512,-674447545597.952,571438059539.6608,-710639037186.048,-848758904455.168
281330712785.7152,-143332183375.872,212087590617.088,330614770447.1552,768461779658.3424,575275289857.2288,559160344392.4991,-109766493025.0752,393614770097.3568,451516632242.5856
-449345584575.2832,835784532190.8224,-687236072446.3616,-39237222767.0016,-885304826055.8848,588755732581.5808,-777174985264.3328,330254600110.08,621439471111.3728,-157759719237.2224
443258384049.7664,117115437501.6448,-259239124454.6048,-688969473431.9615,-661313501213.4912,801314321308.0576,-307561495317.7088,-393922231454.9248,-211582686593.024,-836835186468.4543
-170774423089.9712,-654384217404.2112,-511192746636.0832,278165236324.7616,374131104363.3152,731641411325.1328,-446720548798.464,-734447330656.256,461348588329.3696,-267199591324.0576
-108462424352.3584,-776907405446.3488,482577930518.528,866002765296.4352,-835961148040.8064,-858098654353.8176,320340090473.6768,714142322052.3008,274545396783.5136,-724331299812.1472
693903359056.2816,-688566148739.8912,590183776072.4991,634757069144.064,-639776410356.9408,862216553653.8624,265995773647.2576,-216028030173.184,-618394216405.4016,342806576182.0672
264402958601.4208,-367336163272.2944,137939313806.5408,641519768200.8064,48033094749.3888,303213085039.0016,-726864723181.568,480256350119.5264,-787284125705.8304,-17383661607.3216
100127079399.424,-680694717297.4592,556006449663.1808,406398973457.2032,-109813477199.0528,-578457442032.0256,-74988268814.336,344796228170.5472,-364393840980.7872,-311513818595.328
566871393619.1488,-142541232432.7424,-751358962355.4048,-759877565258.1376,-64002738618.368,-836431389497.7535,483129031026.2784,603687708996.4032,401246913141.1456,111115668920.7296
